Foold_Quality_ID,week,Food_Serving_ID,Food_type_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Family Count,Food_Outlet_Perference,Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating
1001885,80,14,2539,145.53,146.53,0,0,296,1338, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001886,133,132,2494,194,195,0,0,80,1339, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001887,121,80,1571,583.03,583.03,0,0,28,1340, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001889,12,186,1962,534.53,582.03,1,0,216,1341, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001890,51,67,1962,679.03,678.03,0,0,378,1342, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001891,23,132,1062,159.08,183.36,0,0,798,1343, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001892,105,11,1803,201.79,202.79,0,0,621,1344, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001893,34,76,1438,256.08,257.08,0,0,175,1345, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001895,142,57,2826,327.92,325.92,0,0,190,1346, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001896,108,52,2640,212.46,292.03,1,1,743,1347, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001897,43,36,2631,154.26,153.26,0,0,55,1348, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001898,117,76,2304,388.03,473.39,0,0,136,1349, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001899,77,74,2569,327.89,328.89,0,0,123,1350, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001900,84,145,1754,322.07,323.07,0,0,230,1351, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001901,74,23,1803,160.05,200.82,0,0,81,1352, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001902,139,36,2826,378.33,379.33,0,0,541,1353, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001903,85,110,1247,447.23,446.23,0,0,42,1354, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001904,87,149,2322,314.31,313.31,0,0,80,1355, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001906,14,43,1803,147.5,145.5,0,0,446,1356, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001907,52,55,2581,680.03,679.03,0,0,68,1357, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001908,99,59,2490,280.36,281.36,0,0,217,1358, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001909,136,186,2631,95.06,154.26,0,1,163,1359, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001910,8,101,2290,162.99,304.61,0,1,716,1360, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001911,10,29,2704,247.38,281.33,0,1,216,1361, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001912,4,23,2704,242.5,281.33,0,0,94,1362, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001913,113,59,2539,150.38,150.38,0,0,365,1363, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001914,134,57,2322,353.11,352.11,0,0,150,1364, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001915,145,83,1558,547.08,547.08,0,0,148,1365, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001916,93,86,2577,291.03,291.03,0,0,81,1366, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001917,122,83,2640,282.33,280.33,0,0,296,1367, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001918,141,36,2577,319.13,319.13,0,0,136,1368, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001919,113,41,2704,291.03,292.03,0,0,13,1369, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001920,91,42,2867,435.53,707.13,1,0,190,1370, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001922,6,52,2139,436.53,437.53,0,0,41,1371, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001923,7,86,1062,161.99,185.33,0,0,567,1372, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001924,76,106,2490,145.5,244.5,1,1,1216,1373, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001925,104,177,2306,243.5,349.23,1,0,82,1374, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001926,117,11,1558,697.43,698.43,0,0,82,1375, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001927,71,94,1754,191.12,292.03,1,0,865,1376, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001928,140,20,2539,150.35,151.35,0,0,283,1377, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001929,45,65,2539,91.18,93.18,0,0,176,1378, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001930,124,67,1993,150.35,151.35,0,0,999,1379, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001931,61,162,2539,99.91,121.25,0,0,82,1380, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001932,94,132,1109,309.43,311.43,0,0,541,1381, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001934,144,93,2704,319.13,320.13,0,0,54,1382, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001935,10,41,2707,231.83,231.83,0,0,53,1383, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001937,27,55,1525,291.03,291.03,0,0,13,1384, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001938,99,43,2581,533.5,678.03,1,1,352,1385, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001939,36,52,1847,258.08,258.08,0,0,67,1386, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001940,62,104,2492,389.03,388.03,0,0,14,1387, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001941,109,186,2104,583.03,581.03,0,0,13,1388, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001942,74,86,1438,233.83,232.83,0,0,96,1389, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001943,83,11,1902,436.53,437.53,0,0,14,1390, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001944,124,73,2640,248.38,280.33,0,1,217,1391, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001945,88,186,1754,290.03,291.03,0,0,364,1392, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001946,50,10,1062,180.45,179.45,0,0,404,1393, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001948,55,106,2704,292.03,290.03,0,0,135,1394, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001949,30,113,1993,121.31,120.31,0,0,204,1395, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001950,30,66,1109,244.5,305.58,1,1,1121,1396, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001952,83,129,2539,120.28,121.28,0,0,150,1397, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001954,98,89,2290,277.42,277.42,0,0,647,1398, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001955,18,68,1971,290.06,291.06,0,0,243,1399, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001957,82,23,2640,291.03,291.03,0,0,68,1400, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001958,135,26,1216,414.25,414.25,0,0,69,1401, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001961,135,109,2826,377.33,377.33,0,0,445,1402, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001962,41,152,1230,265.81,324.98,0,0,81,1403, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001963,86,72,2322,405.46,406.46,0,0,95,1404, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
1001964,132,13,1438,196,194,0,0,215,1405, Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,Anytime (Mon-Sun),45 minutes,Neutral,Neutral,Neutral,Neutral,Neutral,Yes
